respondent,UCLA_index,Q8_disability,NeighborIndex,DiversityDiscussImportant,DiversitySupportive,Q22_marital_satn,Q46_attend_religious,Q39_caregiver,Q30_supportive_num,Q64_yrs_current_residence,Q65_relocate,ethnic,gender,household_size,income,employ,age_group,Q2_health_overall,Q27_11_parents_inperson,Q27_12_parents_email,Q27_13_parents_phone,Q27_14_parents_letters,Q27_15_parents_text,Q27_16_parents_online,Q27_17_parents_SN,Q27_21_child_inperson,Q27_22_child_email,Q27_23_child_phone,Q27_24_child_letters,Q27_25_child_text,Q27_26_child_online,Q27_27_child_SN,Q27_31_sibling_inperson,Q27_32_sibling_email,Q27_33_sibling_phone,Q27_34_sibling_letters,Q27_35_sibling_text,Q27_36_sibling_online,Q27_37_sibling_SN,Q27_41_friend_inperson,Q27_42_friend_email,Q27_43_friend_phone,Q27_44_friend_letters,Q27_45_friend_text,Q27_46_friend_online,Q27_47_friend_SN,Q28_discuss_important_matters_num,passaway_index,moveaway_index,Q38_more_less_friends,Q48_volunteer,Q50_groups,Q53_hobbies,Q77_hrs_alone,Q89_1_internet_sentiment,Q89_2_internet_sentiment,Q89_3_internet_sentiment,Q89_4_internet_sentiment,Q89_5_internet_sentiment,Q89_6_internet_sentiment,Q89_7_internet_sentiment,Q89_8_internet_sentiment,Q89_9_internet_sentiment,Q89_10_internet_sentiment,internet_sentiment_index,Q90_tradeoffs_family,Q91_tradeoffs_intimate_convo
2787,51,1,-1.891086309,1,1,2,2,1,1,3,1,4,1,2,14,5,6,2,,,,,,,,,,,,,,,2,4,4,3,1,4,1,4,5,4,3,1,4,5,3,0,0,3,1,1,6,3,1,1,1,1,5,1,5,3,5,1,24,2,2
2788,39,0,2.283376273,3,3,5,6,0,5,4,0,1,2,2,16,1,7,4,,,,,,,,5,5,5,5,5,1,5,4,1,4,3,1,1,1,5,5,5,5,5,1,1,12,0,0,2,0,2,5,1,5,3,3,4,,4,3,4,4,3,33,2,2
2789,46.31578947,1,,4,2,4,6,0,2,5,0,1,2,2,13,5,8,4,,,,,,,,3,1,4,1,4,1,4,4,1,5,1,4,1,4,4,4,4,1,4,1,3,5,0,1,2,0,1,5,1,3,2,1,4,5,3,3,4,5,5,35,2,1
2790,32,0,2.011530292,1,1,0,1,1,2,3,1,4,2,4,10,2,5,3,5,4,5,1,5,5,5,5,1,5,1,5,5,5,4,3,3,1,3,3,3,5,4,5,1,5,5,1,3,1,0,2,0,1,1,2,5,1,3,3,5,5,5,5,5,5,42,3,2
2791,23,1,3.78428843,2,4,5,2,0,25,4,0,2,1,2,14,5,7,2,,,,,,,,5,5,5,3,5,5,1,5,4,5,3,3,4,1,5,3,5,2,4,4,3,4,1,0,2,0,1,2,3,3,3,3,3,3,3,3,3,3,3,30,2,2
2792,42,0,2.011530292,1,1,4,1,0,3,2,1,1,1,2,16,1,7,5,,,,,,,,4,4,3,3,3,3,3,,,,,,,,5,5,4,4,4,4,2,1,2,1,2,0,1,2,1,2,1,5,3,2,4,3,3,3,3,29,2,2
2793,34,0,2.011530292,2,2,4,1,0,2,2,2,1,1,2,9,1,6,3,,,,,,,,,,,,,,,4,4,1,1,1,1,1,4,1,3,1,1,1,3,2,1,0,2,0,1,1,1,3,3,4,3,5,2,3,1,3,4,31,2,2
2794,52,0,0.08714925,4,3,0,6,1,10,4,0,1,2,2,11,1,6,3,,,,,,,,3,3,4,2,4,1,3,3,3,3,3,3,2,3,4,4,4,3,4,1,1,10,2,0,2,1,1,3,2,4,2,1,4,3,4,5,1,5,5,34,2,2
2795,59,0,-2.545060698,1,2,0,6,0,4,4,0,1,1,1,16,2,5,3,5,1,5,1,1,1,1,4,1,4,1,1,1,1,4,1,3,1,1,1,1,4,1,3,1,1,1,5,2,0,0,1,0,1,2,3,1,1,3,1,5,1,5,1,5,3,26,2,2
2796,35,0,2.92483662,3,5,0,6,0,12,4,0,3,2,2,16,2,5,4,3,5,5,1,5,5,3,,,,,,,,3,5,5,1,5,5,3,4,5,4,1,5,5,3,4,0,0,3,1,1,4,2,3,3,4,3,5,3,4,4,4,5,38,2,2
2797,24,0,0.510618135,2,2,0,1,0,5,5,0,1,2,2,15,5,7,4,,,,,,,,4,5,5,1,5,3,3,5,5,5,1,5,2,4,5,4,1,1,4,1,5,3,0,0,2,0,1,3,1,1,1,5,1,5,2,5,2,5,1,28,2,2
2798,30.52631579,0,-0.348833675,3,3,5,3,1,6,5,0,1,2,3,20,1,6,5,,,,,,,,5,5,5,4,,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,1,3,1,0,2,1,1,3,3,2,2,3,3,5,4,3,3,5,4,34,2,2
2799,59,0,-2.914675064,2,3,5,3,0,3,4,0,2,1,3,16,1,5,3,4,1,4,1,1,1,1,5,3,5,1,5,1,4,3,3,3,2,4,3,3,1,2,2,1,3,1,3,2,0,0,1,0,1,4,2,4,5,5,4,5,5,4,4,5,3,44,2,2
2800,27,0,0.08714925,3,4,4,5,0,4,3,1,1,1,3,15,1,5,3,3,1,4,3,3,1,1,5,1,5,1,4,1,1,4,1,4,2,3,1,1,5,3,3,1,5,1,5,3,0,0,2,0,1,3,1,4,1,2,2,4,1,5,1,5,4,29,2,1
2802,53,0,0.728609598,1,2,4,1,0,2,3,1,1,2,2,20,1,6,4,,,,,,,,,,,,,,,2,2,2,2,2,1,3,3,3,3,3,3,1,3,1,0,0,2,1,2,1,2,4,1,1,4,3,4,4,3,2,4,30,1,2
2803,28,0,-0.348833675,3,3,4,3,0,12,2,3,4,2,2,14,7,6,3,,,,,,,,3,1,5,1,4,1,5,2,2,5,1,1,1,5,5,2,4,1,1,1,1,7,1,1,2,0,1,4,3,4,1,1,1,5,5,4,5,5,5,36,1,2
2804,47,0,-1.04414854,2,3,0,3,0,1,0,0,1,1,1,10,1,8,2,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,5,4,1,1,1,1,3,1,0,1,0,1,2,4,3,1,2,,3,4,2,3,3,3,24,1,
2805,32,0,1.370069945,4,4,0,4,0,22,3,1,2,2,2,13,1,6,4,4,4,5,2,5,3,2,5,3,5,3,5,3,1,5,5,5,2,5,4,2,3,3,4,2,4,3,5,5,2,0,3,1,2,2,3,3,1,1,3,3,4,5,1,5,5,31,2,2
2806,28,0,-0.554311097,2,4,5,6,0,5,5,0,1,2,2,15,1,6,4,3,1,4,3,1,1,1,5,4,5,3,5,1,3,3,3,3,3,3,1,1,4,1,1,1,3,1,2,2,1,0,2,0,1,3,3,1,1,1,4,5,4,5,1,5,5,32,3,2
2807,41,0,-3.827981392,4,2,3,1,0,2,3,2,1,2,1,15,1,6,4,5,1,5,1,,1,1,3,2,5,3,5,4,5,4,2,4,1,4,2,5,5,4,4,1,3,2,1,4,0,0,1,0,1,3,1,3,1,2,4,3,4,3,2,5,1,28,2,2
2808,28,0,3.566296968,6,8,0,5,0,,5,0,1,2,2,20,5,8,4,,,,,,,,5,,5,3,,1,1,5,4,5,4,1,1,1,5,5,5,3,4,1,5,,2,2,3,0,3,1,2,2,2,5,3,5,2,4,3,2,4,32,3,3
2809,51,0,-4.46944174,1,2,0,3,0,2,2,3,4,2,1,9,1,5,3,5,1,5,1,1,1,1,,,,,,,,5,1,5,1,5,1,1,5,1,5,1,5,1,5,1,0,0,2,0,1,1,2,2,3,3,3,3,3,3,3,3,3,29,2,2
2810,55,0,-3.186521045,2,3,5,6,0,3,2,1,1,2,2,17,1,5,4,1,1,3,3,1,1,1,,,,,,,,3,4,4,3,4,1,5,4,4,3,3,1,1,5,1,0,0,2,0,1,2,1,4,3,3,4,3,4,3,4,3,5,36,2,2
2811,51,0,-0.990294023,1,2,3,2,0,6,5,0,1,2,2,6,5,6,3,,,,,,,,5,1,5,1,5,1,4,5,1,5,1,5,1,5,5,5,5,1,5,1,1,2,1,0,2,0,1,4,2,4,4,3,4,4,5,3,4,1,3,35,2,2
2812,25,0,3.566296968,6,6,5,4,0,10,5,0,1,2,2,11,5,8,3,4,1,5,3,1,1,1,5,5,5,3,5,5,5,4,4,4,3,4,5,5,5,,4,3,4,4,2,6,1,1,3,0,4,3,2,4,2,4,5,5,2,4,4,5,4,39,2,2
2813,45,0,-1.903600351,2,4,0,1,0,8,1,1,1,2,1,16,4,5,3,5,5,5,2,1,1,3,,,,,,,,5,4,4,2,5,2,2,3,4,3,3,4,3,2,2,1,1,2,1,1,2,4,4,3,2,4,3,5,4,3,2,3,33,3,2
2814,27,0,0.292626672,5,4,5,2,0,6,3,1,4,2,2,10,4,5,4,3,1,5,1,1,1,4,5,4,5,1,5,5,5,5,5,5,3,5,5,5,5,5,5,1,5,5,1,10,1,0,3,0,1,5,2,5,5,5,5,5,4,1,3,4,1,38,2,2
2815,49,0,0.305140713,3,3,0,1,0,10,4,0,5,1,3,16,1,6,3,5,4,5,1,1,1,4,4,4,4,1,5,1,5,2,2,2,1,3,1,4,4,4,3,1,4,1,1,5,2,0,2,0,1,3,2,4,3,4,4,5,5,4,4,4,4,41,2,3
2816,35,0,1.370069945,3,4,5,6,0,10,4,0,1,1,2,16,5,8,5,,,,,,,,5,5,5,4,4,5,4,4,4,4,4,4,2,3,4,4,4,3,4,2,3,6,1,0,2,1,2,2,1,3,1,1,2,5,4,3,4,3,2,28,2,1
2817,43,0,3.78428843,1,6,5,2,1,5,5,0,1,1,2,18,1,6,4,,,,,,,,3,5,5,2,4,1,1,4,3,4,2,4,1,1,3,3,3,2,3,1,5,1,2,0,2,0,1,3,2,3,1,1,3,3,2,3,3,4,5,28,2,2
2818,37,0,-0.130842212,5,6,5,6,0,12,2,1,4,2,6,9,1,5,4,,,,,,,,5,1,5,1,5,4,5,3,1,4,1,5,5,4,5,2,4,2,5,5,2,10,0,0,3,1,1,1,1,5,5,4,5,4,5,4,5,5,5,47,2,2
2819,48,0,-2.914675064,,,1,1,0,0,0,0,1,1,4,11,1,5,3,,,,,,,,4,1,4,1,5,1,1,5,1,5,1,5,1,1,5,5,5,1,5,5,1,,,,1,1,1,2,1,4,4,3,4,4,1,5,3.333333333,5,4,37.33333333,2,2
2820,46,1,-0.348833675,1,1,5,3,0,1,5,0,1,2,2,9,5,7,2,2,1,3,1,1,1,1,2,4,5,1,1,1,1,3,1,4,1,1,1,1,2,1,4,1,1,1,5,1,1,0,1,0,1,2,2,4,4,1,4,3,4,3,3,3,4,33,2,2
2822,55,0,-2.273214717,1,2,5,1,0,3,4,0,1,2,4,16,7,5,4,,,,,,,,5,1,1,1,1,1,1,4,3,4,1,5,1,4,3,3,3,1,4,1,1,1,1,0,2,1,3,4,3,4,4,2,5,5,5,3,4,4,4,40,2,2
2823,48,0,-2.914675064,3,5,2,5,0,5,4,0,1,1,5,12,1,5,2,5,4,5,1,5,5,5,5,2,5,1,5,5,5,5,1,5,1,5,1,1,5,1,5,1,5,4,1,3,2,0,2,0,1,5,1,4,4,2,4,2,5,1,4,2,4,32,1,1
2825,49,0,-0.554311097,2,3,5,1,1,3,2,1,1,2,2,20,1,5,4,4,3,4,1,4,1,1,,,,,,,,3,2,3,1,3,1,1,5,4,5,1,5,1,5,2,0,0,1,0,1,4,1,3,4,1,3,2,3,2,3,3,4,28,1,1
2826,32,0,-0.402688193,1,1,0,3,0,10,4,0,2,1,1,4,5,7,2,,,,,,,,3,1,5,1,1,1,5,4,1,4,1,1,1,1,5,1,5,1,1,1,1,1,2,0,2,0,1,1,5,1,1,1,4,5,4,5,1,5,1,28,2,2
2827,50.66666667,0,,2,3,0,1,0,4,2,3,1,1,1,11,1,6,5,,,,,,,,,,,,,,,4,4,4,2,1,1,5,5,5,5,5,5,5,1,3,2,0,3,1,2,3,2,,,,,,,,,,,0,,
2828,21,0,2.011530292,1,1,5,6,0,1,2,1,2,1,2,9,5,6,5,,,,,,,,,,,,,,,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,2,1,2,3,1,5,4,5,5,1,5,1,5,1,5,37,2,2
2829,53,0,-0.77230256,2,1,0,3,0,1,5,0,1,2,1,14,5,6,4,,,,,,,,5,4,5,3,4,1,1,,,,,,,,5,5,3,3,4,1,4,4,1,1,1,1,4,7,6,2,1,4,3,4,3,3,3,5,5,33,2,2
2831,30,0,2.06538481,5,5,4,6,0,10,5,0,1,2,4,14,2,6,4,,,,,,,,5,1,5,1,5,1,5,2,4,4,3,2,1,3,5,4,4,2,4,1,3,10,1,0,2,0,1,7,2,1,1,1,4,3,4,3,1,5,5,28,1,2
2832,43,1,-0.554311097,1,1,5,1,0,1,5,0,1,2,3,16,6,6,3,,,,,,,,5,3,2,1,5,1,1,4,3,4,1,4,1,1,3,3,1,1,2,1,5,1,0,0,1,0,1,2,1,4,1,2,1,5,1,5,3,5,5,32,2,2
2833,56,0,-2.273214717,1,3,0,2,0,6,2,6,4,2,1,13,1,6,3,5,5,3,3,5,1,1,4,4,4,3,3,1,1,3,3,3,3,4,4,1,5,3,2,1,2,2,4,1,1,0,3,1,1,4,4,3,1,1,4,3,3,3,3,3,2,26,1,1
2834,31,1,-1.63175437,2,3,5,1,0,4,5,0,1,1,3,17,1,6,3,2,1,3,1,1,1,1,5,1,1,1,1,1,1,2,1,3,1,3,1,1,4,1,4,1,4,1,5,2,1,0,2,0,1,2,1,3,3,2,2,3,3,3,4,3,4,30,1,1
2835,51,0,-0.990294023,,4,2,2,0,3,4,0,1,1,2,19,1,6,4,4,4,3,1,2,1,5,,,,,,,,4,3,2,1,3,2,5,4,3,3,3,3,5,1,0,0,0,2,0,1,3,1,5,4,4,3,4,5,3,3,4,3,38,2,2
2836,42,0,-0.554311097,1,1,3,6,0,1,4,0,1,1,2,17,1,6,5,5,4,4,1,3,1,1,5,1,5,2,4,1,1,4,2,3,1,4,1,1,5,2,3,1,4,1,5,1,0,0,3,1,1,3,1,3,2,2,1,5,2,3,3,4,4,29,2,2
2837,50,0,-3.827981392,1,1,1,6,0,1,5,0,2,1,2,14,1,5,3,,,,,,,,4,1,4,1,4,1,1,3,1,3,1,3,1,1,5,1,5,1,5,1,5,1,1,0,3,1,1,2,1,1,1,5,1,5,1,5,1,5,1,26,2,2
2838,21,0,-0.990294023,5,6,5,1,1,40,4,0,3,1,3,18,4,6,4,3,1,5,2,1,4,1,5,1,5,2,5,5,1,3,4,5,2,5,5,1,4,2,4,1,5,4,5,15,1,0,3,0,1,3,1,4,4,2,1,3,1,4,3,4,4,30,3,2
2839,56,1,-5.32889355,1,3,5,1,0,6,2,1,1,1,7,19,5,8,1,,,,,,,,5,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,5,1,1,0,2,0,1,3,1,2,4,3,1,4,1,3,3,3,3,27,2,1
2840,59,1,-0.554311097,1,3,1,2,1,4,5,0,1,1,2,11,5,6,4,5,1,3,1,1,1,1,3,2,5,1,5,1,3,5,1,5,1,4,1,4,4,4,4,1,4,1,2,1,1,0,2,1,1,4,3,3,3,2,4,3,4,3,3,3,2,30,2,2
2841,47,0,-4.045972855,3,3,0,2,0,3,4,0,3,2,5,6,5,8,2,,,,,,,,5,1,5,1,1,1,1,5,1,5,1,1,1,1,5,1,5,1,1,,5,3,0,0,2,0,1,1,1,1,1,5,1,5,1,5,1,5,1,26,1,1
2842,21,0,5.980515453,1,3,0,1,0,8,4,0,1,2,2,13,1,6,3,,,,,,,,,,,,,,,5,5,5,1,5,1,5,5,5,5,1,5,5,1,1,0,0,2,0,1,5,3,3,1,3,4,5,4,5,3,5,4,37,2,2
2843,22,1,0.510618135,1,1,5,4,0,9,3,1,2,2,10,13,1,5,5,,,,,,,,5,5,5,4,5,1,5,5,5,5,4,5,1,5,5,5,5,4,5,1,1,4,0,0,2,1,1,2,2,5,3,1,1,5,1,5,1,5,1,28,2,2
2845,36,0,0.08714925,5,4,5,6,0,5,2,4,1,2,3,13,1,5,4,2,4,4,3,4,1,5,5,4,4,3,5,1,1,2,2,3,2,3,1,5,4,4,4,3,4,1,1,6,2,0,2,1,1,3,1,4,4,4,4,4,4,3,3,4,5,39,2,2
2846,42,0,1.370069945,4,4,5,5,0,15,4,0,5,1,2,16,1,6,3,2,1,5,3,1,1,4,5,1,5,1,5,3,5,2,1,2,1,2,1,4,5,1,4,1,5,1,1,5,0,1,2,0,1,3,1,3,4,5,4,4,5,2,1,4,5,37,1,1
2848,40,1,2.92483662,3,2,4,6,0,4,4,0,1,1,2,13,5,8,3,,,,,,,,5,5,4,1,1,1,1,,,,,,,,5,5,5,1,1,1,5,5,2,0,2,1,1,3,1,3,3,2,1,3,1,5,3,3,3,27,2,2
2849,35,0,-0.554311097,2,1,0,4,0,3,5,0,1,1,1,21,2,8,3,,,,,,,,3,4,4,1,4,1,1,1,1,1,1,1,1,1,4,5,4,1,3,1,5,2,1,0,2,1,4,3,2,3,3,4,1,5,1,5,4,5,5,36,2,2
2850,26,0,-2.273214717,2,4,5,6,0,5,1,4,1,1,1,10,1,5,2,4,2,5,1,5,1,4,,,,,,,,4,1,4,1,5,1,5,4,1,4,1,4,1,2,3,0,2,2,0,1,2,1,4,1,1,4,5,5,5,1,5,5,36,3,1
2851,40,0,2.229521755,2,2,4,6,0,7,5,0,1,2,3,17,5,7,4,,,,,,,,5,5,4,1,5,3,3,4,4,4,2,4,1,1,4,5,5,4,5,,1,3,0,0,3,1,2,3,2,4,2,2,4,4,4,2,3,2,5,32,2,1
2852,32,0,-0.348833675,2,2,5,2,0,5,1,3,4,1,1,12,1,6,3,1,1,5,1,5,5,5,5,2,5,1,5,5,5,5,1,5,1,5,5,5,5,3,4,1,4,4,1,5,1,0,2,0,1,2,1,4,4,3,4,5,1,5,3,5,3,37,2,2
2853,51,1,-5.32889355,1,4,4,2,1,4,5,0,1,2,3,12,4,6,3,5,1,5,1,1,1,1,5,4,5,2,4,1,1,3,1,3,1,3,4,4,1,1,1,1,1,1,4,1,0,0,2,0,3,2,1,4,1,3,4,5,5,5,3,5,5,40,2,2
2854,31,0,-2.273214717,3,3,4,1,0,4,4,0,4,2,2,15,1,6,4,2,1,3,1,1,1,4,4,4,4,1,4,1,3,2,1,1,1,3,3,5,4,1,4,1,4,5,1,4,0,0,2,0,1,5,2,5,5,2,5,3,5,3,5,1,5,39,3,3
2855,44,0,-1.63175437,2,3,4,6,1,3,2,3,1,2,3,10,1,5,3,5,1,5,1,1,1,1,,,,,,,,5,5,5,3,5,5,5,3,3,3,1,3,1,3,3,1,0,2,0,1,2,1,4,3,2,4,3,4,2,4,2,4,32,2,2
2856,38,0,-1.903600351,2,1,0,6,0,2,4,0,4,2,1,17,1,5,4,3,1,5,3,1,1,1,,,,,,,,3,2,3,2,3,1,1,3,3,4,3,3,3,5,5,0,1,3,1,2,2,3,4,3,2,4,4,4,2,4,5,1,33,2,2
2857,31,0,-0.990294023,4,4,5,1,0,4,2,1,1,2,3,16,1,6,4,,,,,,,,3,5,5,1,5,1,1,2,2,1,1,1,1,1,4,4,4,1,5,1,5,4,1,0,2,0,2,4,1,4,2,5,1,5,1,5,2,4,5,34,2,3
2858,40,0,1.370069945,3,2,1,1,1,3,5,0,1,2,2,15,5,7,4,,,,,,,,5,4,5,3,5,1,1,4,4,4,2,4,1,1,4,4,4,2,4,1,5,4,2,0,3,1,3,4,1,4,1,1,1,2,3,3,1,4,4,24,2,2
2859,37,1,-0.348833675,1,4,0,2,0,10,4,0,1,1,2,11,5,8,2,,,,,,,,5,3,3,1,5,1,4,3,1,4,1,1,1,1,5,5,2,1,4,1,1,1,2,0,1,0,4,3,3,3,3,2,3,3,4,3,3,2,2,28,2,2
2860,55.78947368,0,-1.413762907,2,3,5,2,0,6,5,0,1,1,2,15,1,7,5,,,,,,,,3,4,5,1,5,3,4,1,1,1,2,1,1,1,5,3,4,1,5,1,3,4,0,1,3,1,3,5,2,3.111111111,3,2,3,3,4,3,2,5,3,31.11111111,2,2
2861,26,0,-4.46944174,2,2,5,2,0,2,4,0,1,2,2,10,1,5,3,2,5,4,1,5,1,,5,2,5,1,4,1,5,2,1,3,1,3,1,5,3,3,3,1,4,1,1,2,1,1,1,0,1,5,1,4,1,2,4,5,5,4,4,4,5,38,2,3
2862,31,0,-3.132666527,3,4,5,6,0,5,4,0,1,1,3,14,1,6,3,,,,,,,,3,3,2,3,3,1,1,2,2,2,1,2,1,1,4,5,4,1,5,1,5,3,2,0,2,1,1,2,1,3,4,3,2,5,1,4,3,4,4,33,2,3
2863,52,1,-0.348833675,3,1,4,6,0,5,2,4,2,1,2,9,5,6,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,3,1,2,2,1,3,4,1,3,1,1,1,1,1,1,3,5,5,3,5,3,5,3,4,3,3,39,1,1
2864,31,0,2.06538481,2,3,0,6,1,10,5,0,2,2,1,11,5,7,3,,,,,,,,5,4,5,1,5,1,1,5,4,5,1,5,1,1,4,4,4,1,4,1,5,5,1,1,3,1,1,2,4,4,1,5,1,5,4,5,1,5,1,32,3,2
2865,27,0,0.728609598,2,2,5,6,1,3,4,0,1,1,2,11,5,7,3,,,,,,,,4,4,5,3,2,1,1,5,1,5,1,1,1,1,4,4,4,1,1,1,5,3,1,0,3,1,1,5,2,3,4,2,1,5,4,3,4,3,5,34,2,2
2866,44,0,-0.348833675,2,2,5,4,0,5,4,0,1,1,4,19,1,6,3,4,4,4,3,3,1,1,5,5,4,4,5,1,1,4,4,4,2,4,1,1,2,4,3,3,4,1,5,5,1,2,2,1,1,3,3,1,2,3,2,3,1,4,1,4,2,23,2,2
2868,52,1,-1.413762907,3,6,4,6,0,10,5,0,1,2,2,12,6,6,2,,,,,,,,2,5,4,2,4,4,5,2,3,2,2,4,4,5,4,5,4,,,,,3,1,1,3,1,3,4,2,3,5,3,5,5,5,3,5,4,5,43,1,1
2869,47,0,1.205933,4,6,4,2,1,10,5,0,1,1,1,14,5,7,3,4,1,2,2,1,1,1,5,3,4,1,5,3,1,4,4,4,1,4,1,1,4,3,4,1,4,1,5,4,1,1,1,0,1,6,1,3,3,4,1,3,4,2,3,3,3,29,2,1
2870,47,0,-0.130842212,3,3,0,1,0,5,4,0,1,1,1,21,1,5,4,3,1,5,2,1,1,1,,,,,,,,3,3,3,1,3,1,1,5,5,5,1,5,2,1,5,1,1,2,0,1,3,3,4,3,3,4,3,4,4,4,4,4,37,2,2
2871,26,0,-2.327069235,1,2,5,4,0,3,5,0,1,2,2,21,5,7,5,5,1,5,1,1,1,1,5,4,5,1,5,1,2,3,5,5,1,4,1,2,5,5,5,1,5,1,4,2,1,0,2,0,1,1,2,3,3,4,3,4,4,4,4,4,4,37,2,2
2872,27,0,1.370069945,2,4,4,5,0,25,4,0,1,2,2,16,5,7,4,,,,,,,,,,,,,,,4,2,4,1,1,1,1,4,1,4,1,1,1,5,3,0,0,3,1,3,4,1,1,1,1,2,3,2,5,3,3,3,24,2,2
2873,32,1,-1.63175437,2,2,0,1,0,5,3,3,4,2,4,16,5,7,4,,,,,,,,,1,1,3,1,1,1,4,1,4,1,1,1,1,5,4,5,1,4,5,2,6,1,1,2,0,1,4,5,5,1,1,5,3,4,3,3,2,2,29,1,1
2874,46,0,2.011530292,3,3,0,2,1,3,5,0,1,2,3,12,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,4,1,3,1,0,2,0,1,3,2,5,4,4,4,5,4,4,4,5,5,44,2,2
2875,39,0,-1.63175437,3,5,0,6,0,10,3,1,1,1,3,16,1,5,4,5,2,5,1,3,1,1,5,4,4,1,5,1,1,4,3,4,1,3,1,1,4,3,3,1,4,1,5,5,2,0,3,0,1,3,3,3,4,3,3,3,3,3,3,3,5,33,2,2
2876,38,1,2.501367736,2,5,0,6,0,8,5,0,1,1,1,4,2,6,3,5,3,4,1,1,1,1,4,4,3,1,5,1,1,3,4,3,1,4,1,1,5,5,4,2,1,1,5,2,2,0,2,0,1,2,3,3,2,2,1,3,1,5,4,4,3,28,2,2
2877,24,0,2.011530292,2,2,5,5,1,2,3,1,1,1,2,21,5,7,4,,,,,,,,4,5,5,1,5,1,1,3,4,4,1,4,1,1,5,5,4,1,5,1,5,2,0,0,2,1,4,5,1,5,4,4,1,5,4,4,5,5,2,39,2,2
2878,52,0,1.370069945,,3,3,1,0,3,3,1,1,1,3,17,2,6,4,4,3,5,1,5,1,1,,,,,,,,3,1,1,1,4,1,1,5,4,5,1,5,1,5,0,1,0,1,0,1,3,2,3,3,3,1,3,1,3,3,3,3,26,1,1
2879,38,0,2.92483662,3,5,5,1,0,10,5,0,1,2,1,11,1,6,5,,,,,,,,5,3,5,1,5,5,5,3,3,5,1,5,4,4,5,4,5,2,5,5,1,5,1,1,3,0,2,2,1,5,1,1,4,5,5,5,3,5,5,39,2,2
2880,39,0,3.566296968,2,4,4,2,0,10,4,0,1,1,2,21,1,5,4,,,,,,,,,,,,,,,3,4,4,3,5,2,4,4,4,4,4,5,4,1,3,1,0,2,1,2,3,1,5,5,2,5,3,5,3,4,4,4,40,2,3
2881,51,0,4.425748778,,,5,3,,0,3,1,1,1,3,21,1,5,3,,,,,,,,5,1,5,1,5,4,1,4,1,5,1,5,2,1,4,2,3,3,3,3,3,,,0,2,0,1,1,1,1,2,4,1,5,1,5,1,4,1,25,2,2
2883,44,0,-0.554311097,,1,0,1,0,2,5,0,1,2,3,1,5,8,2,,,,,,,,1,3,3,1,1,1,1,,,,,,,,1,3,3,1,1,1,5,0,1,0,1,0,1,4,4,3,3,1,3,5,1,5,3,2,3,29,2,2
2885,26,0,2.92483662,2,1,0,6,0,6,4,0,1,1,2,19,5,8,4,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,5,5,1,5,1,5,2,2,0,1,1,2,4,1,3,2,2,3,4,2,5,3,4,4,32,2,2
2886,49,0,0.510618135,2,2,4,5,1,2,4,0,1,1,3,18,1,6,4,,,,,,,,4,5,5,1,5,4,5,3,3,3,2,1,1,1,4,4,3,2,5,1,5,2,0,1,1,1,1,2,1,4,5,4,1,4,3,4,3,4,4,36,1,1
2887,47.5,0,4.479603296,2,2,0,6,0,5,5,0,1,2,1,9,5,7,4,,,,,,,,4,,,,,,,5,,,,,,,5,,,,,,,3,1,0,3,1,1,2,5,4,1,1,2,5,4,2,4,2,4,29,2,2
2888,25,0,2.011530292,2,3,5,6,0,3,2,3,2,2,4,10,4,7,3,5,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,4,1,1,5,5,5,5,5,1,5,1,5,2,1,0,3,0,1,2,1,4,1,1,4,5,2,4,3,3,4,31,2,2
2889,35,0,1.370069945,1,2,5,6,0,2,2,1,1,1,2,16,5,6,3,,,,,,,,,,,,,,,4,3,3,2,4,1,2,4,3,2,1,2,1,5,1,0,0,1,1,2,4,1,4,3,2,3,3,2,3,2,4,4,30,2,2
2890,37,1,-0.554311097,3,4,5,5,0,10,5,0,1,1,2,16,1,7,3,,,,,,,,4,4,5,3,5,3,5,2,4,4,3,5,2,3,5,4,5,3,5,3,1,6,1,1,2,0,1,2,1,4,4,2,3,4,4,4,4,4,4,37,2,2
2891,42,0,-0.718448042,3,3,0,6,1,12,5,0,3,1,1,10,1,6,3,5,1,5,1,1,1,1,,,,,,,,5,1,5,1,1,1,1,5,1,4,1,1,1,5,7,1,0,2,0,1,2,4,1,2,2,1,3,1,3,4,3,2,22,2,2
2893,39,0,2.229521755,2,2,2,2,0,16,5,0,1,1,2,11,1,5,3,,,,,,,,,,,,,,,,,,,,,,5,5,5,1,5,1,1,5,1,0,2,1,1,3,1,3,3,2,4,2,4,5,3,4,4,34,2,2
2894,58,0,-1.63175437,2,3,2,2,0,3,5,0,1,1,4,14,1,6,3,,,,,,,,5,4,4,1,5,1,1,4,4,4,1,4,1,1,3,3,3,1,4,1,5,2,1,0,1,1,1,3,2,2,4,2,1,3,1,3,3,4,2,25,2,2
